hex_id,residential,transport,medical,supermarkets,offices,education,parks,pharmacy_comp,cafe_comp,pvz_comp
89119ecb56bffff,4,2,1,1,0,0,1,1,0,0
89119ecb0afffff,0,2,0,0,0,0,1,0,2,1
89119ecb1dbffff,6,3,0,2,0,0,0,1,1,2
89119eca287ffff,9,0,1,0,1,1,4,1,1,5
89119eca227ffff,0,1,0,0,0,0,0,0,0,0
89119eca2c3ffff,0,0,0,0,1,0,0,0,1,0
89119eca233ffff,2,0,0,0,0,2,1,0,0,0
89119eca253ffff,8,2,0,0,0,0,0,0,0,0
89119eca243ffff,7,2,0,0,0,0,0,0,0,1
89119ecb1b3ffff,10,4,0,0,0,0,1,0,0,0
89119ecb187ffff,13,1,1,0,0,0,0,0,0,1
89119ecb183ffff,10,3,1,0,1,0,0,0,0,0
89119ecb1d7ffff,3,2,1,0,0,0,3,0,0,0
89119eca2abffff,11,3,0,1,0,0,0,1,0,2
89119eca2bbffff,6,1,1,1,0,0,1,0,0,0
89119eca067ffff,1,0,0,0,1,0,0,0,0,0
89119eca217ffff,0,0,0,0,3,0,0,0,0,0
89119eca62bffff,0,0,0,0,1,0,0,0,0,0
89119eca37bffff,12,0,0,0,1,0,0,0,0,1
89119ecb027ffff,0,0,0,0,1,0,0,1,0,0
89119eca2b3ffff,9,0,0,2,1,0,2,0,3,1
89119ecb0a7ffff,5,0,1,1,1,0,0,2,1,0
89119ecb527ffff,0,0,1,1,0,0,0,0,1,0
89119ec849bffff,0,0,0,1,0,0,0,0,0,0
89119eca02bffff,4,0,0,0,2,0,0,0,0,0
89119ec8477ffff,0,0,0,1,0,0,0,0,1,0
89119eca293ffff,0,0,0,1,1,0,0,1,1,1
89119ecb1bbffff,16,0,0,1,0,0,0,0,0,0
89119ecb50bffff,0,0,0,1,0,0,0,0,0,1
89119eca2b7ffff,1,0,0,0,0,0,2,0,1,0
89119eca30bffff,3,0,0,1,0,0,0,0,0,0
89119ecb193ffff,6,0,0,0,1,0,0,0,0,0
89119ec86d7ffff,0,2,0,0,0,0,0,0,0,0
89119ecb16bffff,0,2,0,0,0,0,0,0,0,0
89119ecb157ffff,0,0,0,1,1,0,0,0,0,0
89119eca06bffff,0,0,0,0,0,0,0,0,1,0
89119eca047ffff,10,0,0,0,1,1,0,2,0,0
89119ecb163ffff,0,0,0,0,2,0,0,0,0,0
89119ecb1b7ffff,0,0,0,0,0,0,0,0,1,0
89119eca26bffff,0,0,0,0,1,0,0,0,0,0
89119eca00bffff,11,0,0,0,0,0,0,0,0,1
89119ec855bffff,5,2,0,0,0,0,0,1,0,0
89119ec8427ffff,4,1,0,0,0,0,0,0,0,0
89119ecb107ffff,0,0,0,1,0,0,0,0,0,0
89119ecb1c3ffff,0,1,0,0,0,0,0,0,0,0
89119eca2a3ffff,8,1,1,0,0,0,2,0,0,0
89119ecb1abffff,0,2,0,0,0,0,0,0,0,0
89119eca24fffff,2,2,0,0,0,0,0,0,0,0
89119eca297ffff,5,0,0,0,0,0,1,0,0,1
89119eca043ffff,8,0,0,0,0,0,1,0,0,1
89119ec8553ffff,2,0,0,0,0,0,0,1,0,1
89119ecb56fffff,11,0,0,0,0,0,1,0,0,1
89119eca363ffff,5,0,0,0,0,0,0,0,0,0
89119ec84b7ffff,2,0,0,0,0,0,0,0,0,0
89119eca373ffff,5,0,0,0,0,0,0,0,0,0
89119eca22fffff,4,0,0,0,0,0,0,0,0,0
89119eca2a7ffff,3,0,0,0,0,0,0,0,0,0
89119eca28bffff,8,0,0,0,0,0,0,0,0,0
89119eca05bffff,2,0,0,0,0,0,0,0,0,0
89119eca057ffff,1,0,0,0,0,0,0,0,0,0
89119eca00fffff,4,0,0,0,0,0,0,0,0,0
89119eca25bffff,10,0,0,0,0,0,1,0,0,0
89119ecb143ffff,3,0,0,0,0,0,0,0,0,0
89119ecb113ffff,3,0,0,0,0,0,0,0,0,0
89119ecb197ffff,17,0,0,0,0,0,1,0,0,0
89119ecb1a3ffff,4,0,0,0,0,0,0,0,0,0
89119ecb17bffff,0,0,0,0,2,0,0,0,0,0
89119ecb50fffff,3,0,0,0,0,0,0,0,0,0
89119ecb53bffff,1,0,0,0,0,0,0,0,0,0
89119ecb18fffff,8,0,0,0,0,0,0,0,0,0
89119ecb117ffff,9,0,0,0,0,0,0,0,0,0
89119ecb18bffff,2,0,0,0,0,0,1,0,0,0
89119ecb19bffff,1,0,0,0,0,0,0,0,0,0
89119ecb153ffff,2,0,0,0,0,0,0,0,0,0
89119eca3d3ffff,0,0,0,0,0,1,0,0,0,0
89119eca213ffff,1,0,0,0,0,0,0,0,0,0
89119eca3cbffff,0,0,0,0,0,0,0,0,1,0
89119ecb037ffff,0,0,0,0,0,0,0,0,1,0
89119ecb573ffff,0,0,0,0,0,1,0,0,0,0
89119ec85dbffff,0,0,0,0,1,0,0,0,0,0
89119ec8423ffff,0,0,0,0,0,0,1,0,0,0
89119ecb14bffff,0,0,0,0,0,0,1,0,0,0
89119eca667ffff,0,0,0,0,0,0,1,0,0,0
89119ecb5afffff,0,0,0,0,1,0,0,0,0,0
89119eca8b7ffff,0,0,0,0,0,0,0,0,0,0
89119ec1267ffff,3,2,0,2,1,0,0,1,3,0
89119ecac8bffff,7,0,0,0,3,0,0,1,5,2
89119ecacd7ffff,10,2,1,2,3,0,1,1,3,2
89119ecacdbffff,4,2,0,0,2,0,0,1,2,0
89119ecacb3ffff,6,2,2,1,3,0,1,2,5,0
89119ec136bffff,1,3,0,2,4,1,0,0,1,0
89119eca023ffff,7,2,1,2,0,1,1,3,2,1
89119eca037ffff,0,0,1,0,0,0,1,0,1,0
89119eca333ffff,0,2,0,0,0,0,1,0,0,0
89119ecaecbffff,2,1,0,0,1,0,0,0,0,0
89119ecaec3ffff,4,2,0,1,0,0,1,1,4,2
89119eca16fffff,0,2,0,0,0,0,1,0,0,0
89119ecac8fffff,3,2,0,1,4,0,2,1,1,0
89119eca1cfffff,5,4,2,1,0,0,1,0,1,0
89119eca13bffff,1,1,0,0,2,0,1,0,0,0
89119ec134bffff,9,1,0,1,5,0,0,1,2,2
89119ecac83ffff,7,1,0,0,1,0,1,0,1,0
89119ecaecfffff,13,1,1,1,0,0,2,2,3,1
89119eca027ffff,5,2,0,0,2,0,2,0,0,0
89119ecac9bffff,9,0,0,3,2,0,2,2,0,2
89119eca1abffff,4,3,1,1,1,0,1,1,1,1
89119eca117ffff,9,2,0,0,5,0,0,6,4,1
89119eca1afffff,3,2,0,1,2,0,1,0,1,0
89119ecae33ffff,1,2,0,2,0,0,0,1,3,1
89119ecac97ffff,12,0,1,1,0,0,0,1,0,1
89119eca1c7ffff,8,0,1,1,1,0,1,1,2,0
89119ecacb7ffff,2,2,0,2,6,0,0,4,10,2
89119eca11bffff,11,0,1,2,0,0,2,2,1,2
89119ecac07ffff,2,1,1,0,0,0,0,1,1,1
89119ecae57ffff,6,0,0,2,0,0,0,0,0,1
89119eca107ffff,5,0,0,1,2,0,1,2,2,1
89119ecac2bffff,4,1,0,1,0,0,1,0,3,0
89119ecac3bffff,13,0,0,3,0,0,1,3,0,1
89119ecac0fffff,1,2,1,0,0,0,0,0,1,0
89119ecacbbffff,1,0,1,2,6,0,0,0,0,0
89119eca337ffff,3,1,0,0,0,0,0,0,0,0
89119eca177ffff,1,2,0,0,0,0,1,0,0,0
89119eca10fffff,4,1,0,1,0,0,0,0,0,0
89119ecaea3ffff,2,0,0,0,1,0,0,0,0,0
89119ecacc3ffff,10,0,4,1,0,0,0,1,2,0
89119ec12d3ffff,0,1,0,0,0,0,0,0,0,0
89119ec122fffff,11,0,0,2,0,0,0,0,1,1
89119eca137ffff,1,0,0,0,5,0,0,0,1,0
89119ecae53ffff,0,2,0,0,1,0,0,0,1,0
89119ecacc7ffff,6,0,0,3,1,0,0,2,2,2
89119ec124bffff,1,0,0,0,0,1,0,0,0,0
89119eca1a7ffff,4,0,0,1,3,1,1,0,2,1
89119eca18fffff,8,0,0,1,0,0,0,0,0,0
89119eca113ffff,13,0,0,0,0,0,1,1,0,1
89119ecac93ffff,11,0,0,2,0,0,1,1,0,1
89119ecac67ffff,0,2,0,0,0,0,0,0,0,0
89119ec122bffff,8,0,2,1,1,0,2,0,0,3
89119ec137bffff,1,0,0,0,1,0,0,0,0,0
89119eca1bbffff,3,0,1,1,0,0,2,1,0,1
89119eca033ffff,4,0,0,1,1,0,1,0,0,1
89119eca1a3ffff,2,0,0,0,1,0,0,0,0,1
89119eca8c7ffff,0,2,0,0,0,0,0,0,2,0
89119ec135bffff,11,0,0,2,1,0,0,0,0,1
89119eca18bffff,7,0,1,1,0,0,1,0,0,3
89119eca307ffff,0,0,0,0,1,0,0,0,0,0
89119ecae97ffff,0,0,0,0,1,0,0,0,0,0
89119eca12bffff,0,0,0,1,0,0,0,0,0,0
89119ec12d7ffff,0,0,0,1,0,0,0,0,0,0
89119eca147ffff,0,0,0,1,1,0,0,0,0,0
89119ecac6bffff,0,0,0,1,1,0,0,0,1,0
89119eca15bffff,0,0,0,1,1,0,0,0,0,0
89119eca187ffff,7,0,0,1,1,0,0,0,0,2
89119eca02fffff,12,0,0,0,3,3,0,0,0,0
89119ecaedbffff,0,0,0,0,2,0,0,0,1,0
89119ecaeafffff,10,1,0,4,0,0,0,3,0,2
89119ecacafffff,1,0,0,0,1,0,0,0,0,0
89119ecac33ffff,7,1,0,4,0,0,0,2,0,2
89119ec126fffff,7,0,1,1,2,0,1,2,1,2
89119eca157ffff,0,0,0,0,0,0,0,0,1,1
89119ec1287ffff,1,0,0,1,0,0,0,0,0,1
89119ec126bffff,13,0,0,3,1,0,1,5,1,4
89119ecac87ffff,12,0,0,0,0,0,2,1,0,1
89119ecacd3ffff,10,0,0,0,3,0,1,0,0,0
89119eca8d3ffff,0,2,0,0,0,0,0,0,0,0
89119eca103ffff,12,0,0,1,0,0,1,1,0,1
89119eca8dbffff,0,2,0,0,1,0,0,0,0,0
89119ecaec7ffff,13,0,0,2,0,0,1,0,0,0
89119ecae13ffff,4,0,0,1,0,0,0,1,0,1
89119ecae5bffff,0,0,0,0,1,0,0,0,0,0
89119eca193ffff,0,0,0,0,0,0,0,0,1,0
89119ecac7bffff,0,3,1,1,1,0,0,0,0,0
89119ecaca3ffff,0,0,0,1,0,0,0,0,0,0
89119ecae1bffff,3,0,0,0,0,0,0,0,0,1
89119ecae43ffff,0,1,0,0,0,0,0,0,0,0
89119eca1b7ffff,11,0,0,1,1,0,0,1,0,3
89119ec1263ffff,1,0,0,0,2,0,1,0,5,0
89119ecae8fffff,0,0,0,0,2,0,0,0,0,0
89119ecaea7ffff,4,1,0,1,0,0,0,0,0,1
89119ecaca7ffff,0,0,0,0,0,0,0,0,1,0
89119ec1363ffff,3,0,0,1,0,0,0,0,1,0
89119ecac23ffff,3,0,0,0,0,0,0,0,0,1
89119ecac77ffff,1,0,0,0,0,0,1,0,0,1
89119eca10bffff,2,0,1,1,0,0,0,0,0,1
89119ec134fffff,5,0,0,0,1,0,0,0,0,0
89119ecaeb7ffff,0,1,0,0,0,0,0,0,0,0
89119ecac4bffff,1,1,0,0,0,0,0,0,0,0
89119ecac1bffff,3,0,0,0,0,0,0,0,0,0
89119eca1cbffff,0,0,0,0,0,0,1,0,0,0
89119ecaccfffff,12,0,0,0,0,0,0,0,0,0
89119ecaccbffff,3,0,0,0,0,1,0,0,0,0
89119ecae0bffff,4,0,0,0,0,0,0,0,0,0
89119ec129bffff,1,0,0,0,0,0,0,0,0,0
89119ecaed7ffff,3,0,0,0,0,0,1,0,0,0
89119eca153ffff,14,0,0,0,2,0,0,0,0,0
89119eca1b3ffff,3,0,0,0,0,0,0,0,2,0
89119ecaeabffff,4,0,0,0,0,0,0,0,0,0
89119ecae07ffff,2,0,0,0,0,0,0,0,0,0
89119ecac37ffff,2,0,0,0,0,0,0,0,0,0
89119eca133ffff,0,0,0,0,0,2,0,0,0,0
89119ecac63ffff,0,0,1,0,0,0,0,0,0,0
89119ecae8bffff,2,0,0,0,0,0,1,0,0,0
89119ec12dbffff,1,0,0,0,0,0,0,0,0,0
89119ec1277ffff,1,0,0,0,0,0,0,0,0,0
89119ecac47ffff,0,0,0,0,2,0,0,0,0,0
89119ec124fffff,2,0,0,0,0,0,0,0,0,0
89119ec1227ffff,0,0,0,0,0,0,1,0,0,0
89119ec128bffff,0,0,0,0,0,0,1,0,0,0
89119ec1343ffff,1,0,0,0,0,0,0,0,0,0
89119ecac43ffff,1,0,0,0,0,0,0,0,0,0
89119ed9d87ffff,2,1,0,2,2,0,1,2,3,0
89119ed8e4bffff,7,2,0,0,0,0,0,1,0,1
89119ed9d23ffff,0,2,0,0,0,0,0,0,0,0
89119ed9d97ffff,11,3,0,2,0,0,1,0,1,1
89119ed8e43ffff,2,2,0,0,0,0,0,1,0,0
89119ed9db3ffff,17,1,1,0,0,0,1,0,0,1
89119ed9dbbffff,6,3,0,0,1,0,0,1,2,0
89119ed9db7ffff,11,2,2,2,4,0,0,6,3,2
89119ed9b93ffff,0,2,0,1,0,0,0,0,0,0
89119ed99c7ffff,0,3,0,0,0,0,0,0,0,0
89119ed9913ffff,4,3,0,2,2,0,0,3,2,1
89119ed9953ffff,2,2,0,0,0,0,1,0,0,0
89119ed99cfffff,0,2,0,0,0,0,1,0,0,0
89119ed995bffff,3,2,0,0,2,0,0,0,0,0
89119eca617ffff,0,2,0,0,0,0,0,0,0,0
89119ed990bffff,2,3,0,2,0,0,0,0,1,1
89119ed9973ffff,2,1,0,4,1,1,0,0,0,1
89119ed9d67ffff,10,0,0,1,0,0,0,1,0,0
89119ed9d2bffff,7,2,0,3,1,0,0,1,2,0
89119ed996bffff,0,1,0,1,0,0,0,0,0,0
89119ed99c3ffff,0,2,0,0,0,0,0,0,0,0
89119ed8e63ffff,13,1,0,2,0,0,1,0,1,1
89119ed9dabffff,11,3,0,3,2,0,1,1,0,2
89119ed8e4fffff,10,1,0,1,1,0,1,0,0,1
89119ed9d83ffff,0,0,2,0,0,0,0,1,1,0
89119ed9da7ffff,4,0,1,0,0,0,0,0,0,2
89119ed8e6bffff,9,1,1,1,3,0,0,1,0,0
89119ed9dafffff,16,0,0,2,0,0,1,0,0,1
89119ed8e7bffff,14,0,0,0,3,0,1,0,0,0
89119ed9d77ffff,8,0,0,0,2,0,0,0,0,0
89119ed9d33ffff,2,2,1,0,0,0,0,0,0,0
89119ed9d93ffff,0,0,1,0,1,0,0,1,0,0
89119ed9b97ffff,2,0,0,0,1,0,0,0,0,0
89119ed9bc3ffff,0,0,0,0,0,0,0,0,2,0
89119ed9d8fffff,0,0,0,0,0,0,0,1,5,0
89119eca613ffff,0,0,0,1,2,0,0,0,1,0
89119ed9993ffff,1,0,0,0,1,0,0,0,0,1
89119eca68bffff,0,0,0,1,0,0,0,0,0,0
89119ed9d37ffff,1,0,0,1,1,0,0,0,0,0
89119ed9d07ffff,9,0,0,1,0,0,0,3,0,1
89119ed9943ffff,6,0,0,1,0,0,0,0,0,0
89119ed9d17ffff,5,0,0,1,0,0,0,0,0,1
89119ed999bffff,3,2,0,0,0,0,0,0,0,0
89119ed9d6fffff,0,0,0,0,0,0,0,0,0,1
89119ed8e47ffff,0,0,0,0,1,0,0,0,0,0
89119ed9947ffff,1,0,0,0,0,0,0,0,0,1
89119ed9963ffff,0,0,0,0,0,0,0,0,0,3
89119ed9d3bffff,1,0,0,0,0,0,0,0,0,1
89119ed9d03ffff,2,0,0,0,0,0,0,0,0,0
89119ed9da3ffff,8,0,0,0,0,0,0,0,0,0
89119ed990fffff,8,0,0,0,0,0,0,0,0,0
89119ed8e5bffff,4,0,0,0,0,0,0,0,0,0
89119ed991bffff,1,0,0,1,0,0,0,0,0,0
89119ed99dbffff,0,0,0,1,0,0,1,0,0,0
89119ed8e53ffff,0,0,0,0,0,0,1,0,0,0
89119ed9b9bffff,0,0,0,0,1,0,0,0,0,0
89119eca69bffff,0,0,0,0,0,1,0,0,0,0
89119ed9957ffff,0,0,0,0,1,0,0,0,0,0
89119ed99d7ffff,0,0,0,0,0,0,1,0,0,0
89119ed99cbffff,0,0,0,0,0,0,1,0,0,0
89119ed9d0fffff,2,0,0,0,0,0,0,0,0,0
89119ed836fffff,0,0,0,0,1,0,0,0,0,0
89119ed9dd7ffff,0,0,0,0,1,0,0,0,0,0
89119ed9e63ffff,0,0,0,0,0,1,0,0,0,0
89119eca6c7ffff,0,0,0,0,0,0,1,0,0,0
89119ed9d2fffff,1,0,0,0,0,0,0,0,0,0
